ID,issue_description,inventory_item,inventory_revision
4822,Br6ZN7rymClq25uyZqZeku5lUGNytT6WBdXilktbYH3XZUEI4PpYyxgQwVFGt3ETFPpYiMNz67Gd1hL9CE3enihN7GvPfnsfDkRKpqksB0b1rCZPKGEo9kphsbbba7TTOlaQPATWeLcwGpg4rgFZjDfd4ubOPIREgImGmI9JwsJyH2aC4gu424tLG7WfjEHW3YP8CaRi,5354,9370
4823,m13qVBTYTsYXMmYbApvdkslx5tncAeOLW5S2RZlVMKuY8fLnjlamwDV4QGvlY0YzeMAQUgJkDaRZ7MyZh93YEmYTkXmLo96Vv54vf5TDcziWv67DRVEY7Av1yrq6385Ed6nBSD4mqz5OECinai3S5iXvKC7yPWJe3d2yS5vObcsHEgxwJCfVEnI5i21PFFWTqbUkJtVf,8008,6561
4824,1dzQqnPKpM1xZQV6QaEfIVFYanMNmZrAhZvpGSLNA5aKc2BDONd5aSffXazCbBiPf0QAfp07O1eN456imI8Y6wkP4QSpdIv9WLommBijXfqixRkceQaTDJStQBFOXKdFGf1tQU5ljYBaFBbmpzLNsc5M35Wl5TMNClcSa1LKUztoI1nOjdih9QXnjo0U8UpPMyYeiILy,6412,168
4825,23sREBSHBbvoNwOyswA1LAJebUdJqbSu48Xd5SjyC0TOeiklPtZZxwz2tOztiJbjJAuPYu3aMMyUq593t136B36HJfurdzQ3ZtEdyVMf09Ml7eLyO6AqPeiQEmF2AL7W55460fFYoXGBqUJoT5dgzjn5LyZLPUfoCzpCjP8s0lB2XgjtdaiEsagWS9vCG3IU2b90oHFE,9625,7493
4826,pOiuhoOpsyva6lSTtkd5m7cq96gsEVVeG7uSxhbHybLTjbfYiVYekBIsv1vlHfkXdRT81AgLIWHLvJHibIKt703EzBh5wz9S0y0SHghhzMWO477luMK9U0ZmYPJzckZTXyU7Tya4ln4ueoK2E5LjpA89YN42XrEPwC0Fm9S5wPXr6oItEQuhYznX0UiG4hh4ip7bxFPE,6237,2509
4827,xZmQDtELyG6h07ZdORaMBOrdJQqq59Aq4JCNujQzBttb7BzACU07naOisJHxCYPzFQmr4LtoBlLSfPgIbqolICCe5efkcdwnd4VqYIG1kL6CO6Ccn9VWuoqCOHvaqIMhziyl3ztTkwA6FAQ9bC7dHa2yNTcRWpLb9ZMqHbiyPCw7ot6O0w8nLtZZpAXkWb64lj7qxk1A,4789,1506
4828,NEn5KeWOajrhPQ9xAGD8byG1VEwQbQ57JCfUvt03OIBXMETqq9ju7frY8wkFrGxJotXNuoCQQKtTxtoQuGjbrKAoUGW9JuLIU1sdqG5B7SewvYlPHTUlgVcett2nSDHg9l86ALjoKheZqN26fG2zZjl8YOt7NRt4K7xKZpP5tpa81Dyf06IMKRGZ99hwbmb3ykOsasgz,8655,9494
4829,GtImHVaOHQJgt20XKaIcdHOhKRzFFHaTUOLXRX2LWNeKuR0V1CiGqYd8fkczgUJ90zMfrdGxi6GPnDx2adNCjUm5uN2q4CpBEeU4FVoY6viuSNVbwjYCGGagNQuelZ2fQELIt3xFzzGxw1nh1a4Uon57EyqylKxg3CdNBNs2wTMRAmuVnNmKfh0nJOE4N9epCj4tYafo,7186,200
4830,iUbn6bEVKXhmAVL0DxIxpxzgPbsA7Nr7be9gMgRm01yGIZijhiXsf5Vvf4YftDX7qjKgWpohfg6x8tYz2IdZz9cgJNARHw3we0ZiOCN13zN98hwwginkk8HrHoXIpWZtmJTITzlz5lfAwcilaOviITMfssbkpEMhadXyNocq7xo8cH5oFvrbl0kT7xZkYAK1Z8jSFtYw,7649,753
4831,lVoNDlxwe4Wv5j3D1aP1R6nxjehniWX5pgPPptuyxmgQfnCAYC27h3wpr0niDKNIhaFZUoYHpaEpaXS5chOgeZYwtkhyFLvmYXtEinqtnuSGyHOUirGf5roHCTpuHjBdpcRCoOXz1e2tGR7mVNQXFPqqtlBO86mDsybWzMqTURoby4BuWCY4TnYavkTDMJ051yAS0kxJ,5319,9491
4832,DykP1ykR25hsuEaBlO2nHKatj93s3vPPXWkjzftec5Q4XIE61z9iQ3z3Y1p141XHqSVYe0LFfYKL3fVa570Evr8dgqL7z1jliJOFxqbBn3C2tn92fP66ATV9T21xpOPoyinuRQnOgza2oGt2rTck4mlOyOv4znVZoXDLAOlPlraK2dVNJ8GWwpuM7Y5CftZ3dANRCi2c,7024,2074
4833,8MMaVV3hu0h9n9n1NlSiu2Rhq2PDLlFnojqh9hCkJ78jWeWOoLURJIcF4pudFzWJu3VESF1qisZw4sKMfAZAQydfGknUxjfTlzycIR5iTosbtqLLeh7EaW26az8sch39MGLF4sDNE0qmGBwaZb0Pla3P62BTTNGvusPmeFRvet9jpPzYChSBroXwM6ICqu41t41YwJ5T,1570,709
4834,v2aTjqCnQw5FEGUcai6OEtzIzuXbm3l91n2fW2WcADeH6o0vDUtXW59BCReySlBWK5ObNzGhLeOBPrML4mXSJOm6n1cEYiJYCH7AaYhONLL1q7wVET3pNtM6TRxWWCJnVz9HuMvgFJE8CvQpEH9EodLT4BqIkK2LCif08ol2iXkEoO3iBISOCE92oqMtfm55Q35dPZrZ,5221,1181
4835,gQ3GoqHIGc2nI8jnLSc1W5coxvTZSla2s5hs9iBglXfdDnu74lOY7oukyOS3WrzeBA4Na1omQ5Q9Z8lKAVfqXC4EK64uQIJ3hBbCshgD7lICXvLznI2BMIH9F0Cd63WHvXcYhibdyctv32qZvEHHQIrY4c72eDGEOAQATwSEqZMuZVFMKns1wO1mpDeElj8vVoh2lpG8,7834,423
4836,b0679iWus1VORAJnUPSNdHbaYuyMkegtFtxAqsE5s01GaHXht8U0pjjTZgjOuJJNVlJhMI7mLXfnQU9QXQdmKqDgKdkKJzKiqnvz8zUlAsoSD5DFgS0dqhDohmXshxcVN66mjKSi62mbBvcOZfn18q2JkGRVclDMPTEG9bfV9Shy4lnvKISCJlWhEwBd37GUzZLrqVP8,34,3011
4837,1qIDO8cfLUSADo6hCMaCcCLN9fZ5Ey2UC0uqYAhCAXwwByVhvJTCi70yf5EtjgbWb78M4QJBoXBEQZLKJ2K5ezwEA5Lc6yde6ZVDzJmf9SYK6vhFu3jqWf1lL4L8FqFz4hI1EHVAPo6MbmHOYFsCPwHaht247oaSNiQZmqBmiibrjpJix7k98CkHZrTUPaClOn93Vslr,564,986
4838,eqVZ12jTHADaUK7JA4WrXHf0d5qQNFV262i3w90bu5TChxSy5MrqVWsXKf56LTGCpKeclEWAE46cxdSqn1UAXohjJLsRD4PbyRWWTzM1zrmaaQjrMPTU9GoBm4TaVF6KoenfG5WxocKpCHJ3lBEyk5bsmVtZgwgtubv5mDkQ2fph599fuayTBIjtC43vL7Q25b5kVNQi,4450,8091
4839,5FP4xnWOpG7Nsl1C2rKzE5PxldDYJgJQ1NNedIHPY7SK4ssTtTViXmt9zcTTk7EI6rVfXWiuk5aHnF22vupzLk2PdOpBzxpb2JNMXN5Wvl8cMmWujaizSO7WzGBJrh5wP9Od1qfiySEkmZD124bYPzIoM1WRLwpOpMNNX23349BAKXtaDKRxFgga0kRATOXCn04aL0d9,197,5519
4840,dPxIeyH6NAe2IJpwWxk2kqm9XTdTONqRwhDQmsGd3XAWhvruuZdqZI8xmyvKVxrAUNFlGYKnrH9NpQbmmsiztA2njPnx75IFp9CUpFoWO09SJuHWWIhmP2RUUcC0uWpv83hqOH6gDMk2BjdyIRbyYf0xrs9MDyl2KNTQNaHPMBjCRYSv9Orc51XdDu8gHudOlssxQNks,1660,2007
4841,mW6ygTZONzHI7T00MdckHbhUbiqffvn9SsOAhPNpH3hnHcvZ7aAHPjFLzmW8n3tbMIzOEzS7PxdN44M8wQiFvfttnDL52PCOKFb9mhUHHC2cG1Q4ZXMWVnqrZGkBoXF9vODycNVO6b7smQmwwQfeDp3gZukg6Sdt73r1yccMC7Z4p7EIdyPX2l5FVgZsnzRn7Ovsiv7U,8129,3045
4842,cGQ90bpbCHDF1W7mfRDtjMpv6bMVks04jjIzyWp7CLwKk2WZv5PqQEtPaeCZPT0TRIgRNIyImFrXafLEEwkocKoe03YTTQrtVc3bVFMmHGDLXVz5T8UdsL1GeBbTueyWY8C7mts9j8hVHdHeEcAV5OAJlw6Un32nSrwZS1TjQV3uof8B47ORddaK83VzxYWqG3DZqsLM,1501,4389
4843,EkUPeGx5ZqokJyQmbZgdw28MoubjVLvBICZ0zsYOB18qCfuPIDRwqpoMlIlupOkN4mcHZaxsARc43SJIALaR49VcXMOqHojwRuvaDm0sQivZNuSS8ctdxST5R9tMLGlVrpmJgtFYVsBVN5Pn46so5F99a0JE2ogJ7arhHJvPWVIFR8rVtGRPY6amqnsqkBfqM1YxOsfv,1653,4698
4844,Rk63rcIxUvWQuAAF1daFoVzc3Zj4HBlgF5ozpw5PhwqtT5HXwI0CUEy6ueAS3NqTK0LzVKaFhKh2oFI7SLH8KjLAHsFKvnWUFXjdtRCmrveKh6SoWDArFsIlpLsnEQT4yNwQgpNAJfQZEBdKZbxsmpOXP7xijYibbjVTKBHrzAhkbsgorhNndlSI9YAi1oau7z7fpJAX,3088,929
4845,2lHn6hbI1CL480RNUvBjzKjxnluB9ig0UXsqBVbdHsxYjC1HNczPWtPsBUAUwZJTfUkkIlL9TibHXLOkunxgtRdkHAorUHqrie3OcQ9mQz5xSIV0FakJlmjN19cH6eoM1ti2R9HdoLQ3WpS9pxl4ghG54pXdx1pvLs6ikciGSGeaWq1LrdcJ3tqUnm7mmoqwgfrntuYM,2412,5008
4846,laCqjOyLvTZg1bCl47e6dnZs318Nb7FP4YHPR7Ctxa2WX9nQlHzarSB8AUwsPkuyOJmdTwT74vIDuDU4NsmTHohlXJO7KUeNqEINXJ6yy1g6K8N792eg8aqkmAGJiWwkQ5Wq5GgEwxfQIlbZ6R7S08OQXhlXDwQbF5pOlgB3WatL4abAirNQYeuSrGSXeIA9hDLM5MxZ,2584,688
4847,6ZODV7GkyWjADlLXheOoYNZun0PPFV3xAUhUDnvUR4ToZhAjAhpTLlptAdZes0fddw9sD1T3t3Xe3vUGzpOhqjlYoyUjOQmaZ0LnhSgJOvkSOLzPJSoDm7w3KlEOhtpcQ7ECjrjhIFT49TKc9Ea5ljybESc5ORmeGHBRGwpbtH4gn131alPcSt1rIn8RPnT1dzy2S3WM,4149,9965
4848,MepRxMZlfmBJLWPTIdyXLFxCDyDAihPDCThXC1zw2oIqzTnbm8v2YCyGqmN9JYC7X8H2z2RQoBfg7GNuLlXjwWpAeaqZo0mdlKS1MvltreNWgRJjZdxiAdLBTGXZM1lyZB4wyVha9o1RISdMRGALCEdI9RiGXMh02Z7fXWvD5XiWl42AmKHF0avUivxgxbCwGBYsV8z4,3444,9628
4849,PpgGhEZhdMFb9con7ljOPdUwPjfJpoUNu3KGybOsHP80rpC6EsAOVGsvUt08iP2z11rGRiyfW0HAfeEkgjE7nG1nKZvElQJ1WJ8z86og3f2e8rQzpPb9L5LvAD52wu3GrQnWgPmk4iDHOXodI5ZVzKqb7Mz5AwuJlwxsE3Tan0Em1DhnYct0ViQhjLZTZqjIy4gbk6YP,6223,9811
4850,s8FDk3pMhiD3yDfPI3e9A6Q6y6hFCcDdNWzRbglfoNJBE4Gc6Uxfum8vsJPnWjJFejqbNNymR9UxwP130FJsoiskYEjRR7IFDEgfOoOsgKNvRL9cSVxRaba60FDJogVU0PtrtVpL0aMdV7SMEG95K1omokoJkEE9z35CbRt6pmaAO6k3w0EhhZJ8lGDJrgkvVNocCQvx,3852,438
4851,PhaoXs9vXu9hbZt6bVOjPJBpoBRH1fFRJfKli6sVJ5J0vyvPtFzajxxFfvAWa141osY6PHYem3aUAL3zPCYvpprVrEGx5W4RARLDazAmrUxqXdEU1KGYdJL9ACOKBljP8ITtA0ZaCwDU1B7O9v5vQgy1FMCXlzlGvhrOJVUBuqWrF0H8E9LPpx9cUbnxxCzMK7jTUtEn,4481,8977
4852,AjJHvPEESlnWa7iP3ssgOs1JgIRxoV5hxwxZSNpYsttNiyglvFzW55pSsAkn7RZ6pGioKI6qCTxe8nkrmpCjgil2GfrSmCabUwicQ1bnIJUmHKUFZ3BROzaGeqipboD92WKLEHbuOZbWO9u6Ll2tAIMeWb8jTwLeFUtv9IAScQDzYE2e5ldzvU9tJqznJ1bcN6R4Q96C,5935,5838
4853,RtFXGSjdorSVtvV9lTTXIkzllcw7O6pbPLDPovkhEpNtJ1NgjQYnsNbq4ewnflPsC0GhsFV0swSdXFbtOQY7iBsBuWVJ86BcafrSupxd5h4657SyDCZONSKAIFxVuL1wu0D2YI8jc4BAGwGwEgG6hwOHUqKp2cstqILE4ZZ4E0wSQJ3V9AQOF5P7l5hs7TqAMST8kB2o,1126,1833
4854,1rA61Kwyp1Leov2Nd81r7uJvG805v7ImH4Di7pDW5InzyrnhFWh3wZOGhOz3U1DrtjXtsUQy4ewyHU7ZUSzYZOzrq6As0KCDE5FPT4zvGt8RnZ9NRZjBCpRetpDvUi7ucstLOrFacESqQhEQ6xaakABZnlfn0DbhvNz4qy8kTJi8XlOMlxzgIhKbqUhmMbjYmu4CsKkI,8225,8438
4855,GabDBCXSCDO4ZODXOVQVX1jJVmrMebMqrSatAmSfP3YgKsVp8U5O1dcO1RsYULyl0hNGyUXlDuFecD9nRBNKf7zOzL2s43LEFxpmeO1o7ULGX8vxSFHS7oG3s9RmborJjBZpYXICKjMKvs01ZEazw2Gaqw3f7OMSnChWjGZ46FIYb5HAIaMWO1Xq489mdmF5W4htKeRT,6765,5049
4856,2qus9uo3WgCzDvo0bkGwbU9MBgXXzoI3rt9q6M9O7jQi3h1wFUCrM2DiqiqcWRErXIIUv74Pl1z2DbTeplSembqypb9Xfh1pfiKuYhAHawFUDLePOMwv9jF6cUoU8guEAKWfQiFIkKE0VVue7uITuGq6dOSE3qJ3BBU2z88qGoLyeOkGjJXOXbT3eaCCPBP3BLyTA1p8,7595,4587
4857,MG51cOnLetT5gksaYZ56aFYRxTZRGreYd5ON8m8yZEggkGpOljdQCyBHroEIyWFxO5clVecvbHhWj2qqoLpgOOVo3HgUiz9C8sRpoD3GHrz5Rphy7Xenqji9jxrO8HNmHeX0lACkSjYhZaXNjsWLUWWZKRG0WoHAeNxwSrN6V4VHLBkJaeoQuBRvI8qT4LOnbXDMmk52,4965,4222
4858,0ZAPOIr6a1A1Pc5CoUA3BJqspx8Xg0ivvUL2u2tim7vWmjHkRk5l2kYqsSjbJTajTPF5QCRvkcREYUFGpXG5473K6fJbTSYShLDXdMUOTJBZSTRYMdwvMepVV59u3zcRD9gNRsmcD2mv6e1mNvO0gmGCgrBiMjVdrtVTwEHe0TsU13Z1DXgHkmvb3eqjqDQdhJEMIizI,6501,7491
4859,9M3vKmSKfzCN2E74aSYhyxDPxszMsfhXd0mihHTERfiaaTQ9POHguG6LJo8cxFbARptCcYWT8TPSPmzdb07eXBmW3aY3J1QLEhIvjOh01yib0o6gzeA6I7mQCXIB9dJHDDNreD3MTGmjcLfPe2Do0UDH51tMGf0YoaYxaPCvkxnBUDx012gHZfQsAGwmUqGxQO4BxsyO,8351,2929
4860,DCqBw1E3VN8s8JKpwUdZb4r0vGJvCIESRHbNC8T4ibV3yhPv1I5evZ0JV0QqsS0MJqa1r6myAi19iyBO1Y43Mjg2QS2LsnLQkJtHGYD4fHdMi0khyCzUY79jKikZEaGXXlZZE3HdU9XFFTTZrVXpy11nJK7ixn0FBGz6bLc45W9Yj4d0OLssDaigtwQ46jprISE9eX8f,8852,4574
4861,ub1dDPqHTm5IBkhSNo5i8VqSQRzeV1MMzlqGpQtANzPDv9RdbLJTkUdYviMwZMvbZsSa4an654VJGnhQAWCJr3mfHRVGE7lBDxnCr0jAhNYq9USIB5wDJmugGxSmFh28STGS9ejJwBlef6fx9NFILi2bDH63i65AUZXpO9JhWmQHAPBKRfn2buxubpO2iplzGkJFi0i9,624,5526
4862,wiSvayFvmCTDjkmnOjvR9qBbAZG5lb6ny38PbpOawwDifCBid5l9OwjFg1uBsJJLFqPpmWLiUUeMnc58Xhcqz6YBU2sk5Nsmm2czxW6GtCp4RWcD5vnKrdVIRNVuoknHm2ku9FLBlV6xRet8aopJjh4IhUhjBMcJZhRZwrDzkmjVhh1weXT95diF8bNphl9Z3wXuMULt,5952,8266
4863,i67il9cvFo2cO59MaUdXS9nKcuJGjJLjYF5mHZzONwgVgaicvA31QNhjTxF1zVL6dTEIAWFBeOKfcRnCLrVjPTTLiVSUT8Z1lk2NWacY52WBCBGBJDqHAlqJ92joEurgzT42ZaqvP7oW7RJhOQLPSR193tNd1xUKKzMsHOmsX42C7UMstBaxjcOhc48pMM4cneMHEbaA,6485,4663
4864,2XZyCjgfuzWhlslpPMP6fLAZZcHEnSlaIGk1Ho2ZJrbEFG3dgZLOur6qW9Yjbc2cN6YeIthlTzxyt6UTjoiOGXpbJ3fIPT7rz90IsYVw1j453I7ZoF9x3nV0R6VPOZWA1G9uFMlKSwWhcuhB6FdJTKxLnA0vDGicN4DxIMUceyeGRyYhYTSI6MrrSyHFVzHMN4Thru2t,7550,59
4865,oeqq3ylTWtxZfANVeTFPHprS3Xf00objX6iMBm5SdCcXZyYSUVQjnf29wXxgTucsSNBjcAU2YxvFMT2E8MgfX252DiZnyY8tjuFLwy0TAYK0txwdftiHO7VaRJg3krDAyCgcNrRJVMe9rFIQw6IF01emZp3nS7tTUKBrRUPxbYwCcVsMAQHoj8J7h3Diyo1YdLohDb9b,6898,3345
4866,ocEcJD7qmBzEtVAEJXRr9wgXiQrKIjRp7OUr2FuAkHBziYbSg9RmK9V15r33VwhDuKHfBTLEnRG1uqzKyYnJRpe82cvLL0oyj7FXR6RNxN932dGO2tE7IYwFqImihA2wmSSxlb22HaWDqkGZWhTcvrpLL9rJUsqxVMRjLTmb1MzsCsZGCNMAraA5mGlmtthZuirdTgNC,9064,8720
4867,li17JcklGGfpF5LV6FsArHoZ7dB5wf9JGzycEp7JBImb3EdwR8jIU3Kd3b9pboykGVjQGtRRHi8ieNg3AOoy61zMoVimpRrXTCUhfMphrSAv4l8q5GpMA9oPgWlvLolz1lPc38YxjGHn0DRCW2qjmfWUXEBIk4WCrL4TWgw7s2n42BYcEjYT8BNWO4Ey6PMotF5pJ8qz,884,7295
4868,1u1ccWqiDBfCEq7iEbb8Acp8KwFtTF2iNOJdewcsIYLLIqBPrl4OYHsZF3RpR6P7I7yzgeER9tzmQd0evzCsLoKGguYlfxbMINCL1LtMgmPoRGIlDx4b4hwdwsTvGdwLSndCaomjGzLiZfyZmwhr3ARlbiYJ27GD0DWomFKYLUUFVNEQ33JT5ESSV1l1PcqJsHsVJKxg,6061,1513
4869,giqMPOeIP9xwIvuDSueTJsnKWOftGtFnsvhumJmXXHNrW586kG1CBSAy5fzBsvBg3JEWNAbIIH5Cf6xaPiIA1DmavtyGUlomFqxN1lskos43W7T9sYvKmBo0goleLUyhdT6yIjjozhVIIsDxazX5zd9EC7qNAOYT4XaDBe0IzHUFpfrykxEV73r9T2wL3VnlJBOvSAw5,9907,2483
4870,GsI4YgP2mMKCWApatIspPddt5nQ5fkAIWrx80ZeP6BtabGpOG1RoNUAmPZ8uQTWCLCqpNrjTodsOuCSy8CznTW4CrKsbat8morPYa9AYS7Atlv2NHKwNdsszHo7D8I34eGjCx3Y8CbVWWLa5RfUQ7uI58ZRwC6aJDFOeMzZNwxLCWWc5NBvcym7u7nEXll6FAMSR65tc,1008,1067
4871,eKjFjl7WjAK7VaIegivCmK0FCKEL9RSTWrIxK2EcaPC64C11IbYLqEeTTdDYhvWRs1lnSVUodTmWI4K9TNCi2GmSNydryq4o3uNDbOixHtrXcILYSEFUtxYlOTZd1n0xY7dYrHhFoPbIZP0FnFYtlk4FWmyHyF5e349eoxrLg9pdWPM9dUzvOHMxDYBETaRjT7PePWa0,3873,2099
4872,Ml4bsGZyodPJPwsLbQvm2GsGKZ9rtH48XB4l2lp5pewxTJrdwD5JFvUG2xRTGrEgjQvN2GTzlz7YU5xArg5qMu3mrxsEUWy7ZPNDXelpuFiPy6w6AQlkwYUzXJgEYOeOB98ErtnN5P5GLnyuBvEDuOLA5YpO7gRgkTOy8rOQnYogdNnuVvDmKbewy7JTEYPZ8Yg2Y9wT,5328,7952
4873,aWkohru52LdoWJzcAAi5MOJPhErvVV9tFWAIMJacjIgD6TCWC69wvlkLMVHd99khMtj9IrP0kFVEsFTNCVsYVN8dwz51C7cji90MuCNVqJLpPgdGB3aoQLL8uGNTwYynnwgtOGd9HXsMBTNPWyzIgxTWx2coy4jSUiBdAt15aah3d87b2867iqGzdJ5WnyLMxZ1cRtPm,9420,8949
4874,rFQZ3z4Bv07ltocMA1yfSlPUFDGeJItUBp8BjDPFbmDUPMqNAFsXyblF06T0sa1mHnkDqam7lsDpi4F3X3dEZVgkE2LnuZXBvaNllmhkcvwFY5h50Zcz7wMwHA9xP9NMVC4HrdRuW3moiaMIUPwU6hE8NaelmtUcikuVBZNXHsdDKiNqx0c9N2Px753Q8pImiKF8q0H4,346,4048
4875,MOEAypNyxvQVOqU7YFf7Ybk0e9dOA7th7ypBs7HODK1WWN5ZoscCYEAuoOgyM8x0CsXZASOa8R3NjNeQEDjRfqI2x4XeaSCEXBTn0fZVeBEHKxLauPuIYgUWkflF5uAqOz0i40aioOxemBrAt6tLh4p0r7DU3TatBY2V7mg3zMdKt0tixlV8AyIUJ917xFoUxDdOIWDG,4296,8419
4876,WVafH1NehS8ctMPiL7vjFtiJXpWfabiOhKcx4o19tTiVWVUR8jKFU1umxRHcerDFut4itcohGvzvLMwBVFh0Rc3qazAmgZfCQdlmbvhg5m9iC8bkeFGYJMxRzNI4cBAqQwfskJkkiB5odVobYZIaTH2DpTxNnnE4mSSPdtAVfg0IRJyejqgC3jXJ4bCQWW656ABKCY8o,4051,7876
4877,5wQtwffSn6HBBD5JVBqt9Ij4LRHocLs1nGok2KphvDsAy588P3C77pxxNWhfY10cNPX5ZURLWJ85ZiGQSIYjIv48S0XgmJJ3NQxihDj4l1kyq2XoPRNPcRUcVZmi7ujMAEsJvhsPie7QKGRadsQU63b55UNHaB70SYxmJO2ri7q8UDRPIMEOeOPHnwNaUlyhgG8wSpQP,8359,5706
4878,v8Mdl2D88N7tWDIq8XAcW7JJbNFe6d6zY4cQ4KLVXWmlkxt4nlq3OXMyzCBYwiBfQHUbl1wyMoEAUhjodK0VxDkAsnb1IxiyVHUccRSwz2qjTLdRdX4mrqrNgUt7a4pZGQpNNHLM1Ef5WBrgJJYv26GoZH5IiVW4NRdDgQEVLsunKw0fmMxQg3gJJAxGLDngskrFho93,855,457
4879,kKMdenQagVhFYTvU3gd7KIEN4kEv77N4LdTV6pgK0ugS8nLYTNudZH2bG9i4iediIn35AaXO9THZlwORYqctNteDk1P7HmmVR8JVtQY30gdGAc0TuQf1CtVZIzUIKZHXrwInm2iIRi2qPYDIB5N0GuShnuN35QsbZGZOUNr1sXke1oJtvMGPMQR7dk92ooMBzbRJ9zyy,2265,3504
4880,HtJyq8keItJcPIycutNyMEKioZWAu6XSB0Jixp4ARKgd2XMIUgEElZICilJRmjtLV0aY9QpFyMhCirpRMNqN1SrmrG9LfnYraUHC6xJD19QY1Ge152EY3fUCJyr3RdkLxzlOjnUZEnW1CSulmHPmjAy4AF3HGQvXZElCfPSSioUQJc90DGRJN7mxBqOduMSx18c8rsFW,8349,9548
4881,E4qiviFCEA9mJbcyByByiVWgYL9BJVA4TQ3rGd5pYrIRyPyAf3rRUBZshKJjiE3sAES3iuri2Va0MErJX9fPoskS1KK6TWHUyZRu75cvMJY8ligccAMjinERe9BXkuOgNFBxx7MbguDfTlqSoreTJivLU9Q73FKc42ufhspfyuCxjj82Tss3P5XpUzcxrPibklkb1Lv5,260,9856
4882,fYg8mvBXoKWRM8eFLrQ1yiMlM78gBH7x1Qa8JVNrwTlXESZm6vADoKK6M4voweWgNjZ5ig6zdjEe7yh4iWkPH3IrFevOjj4S6EKe3dEazKjFFp8YX1Fa4GZTbszDurQ4pwi3oCBFSJa7UCmZgX1rdeY0p0DKnApH3paSHEuV0AHuqc9YFahW0ibLYrOx80bSdTDpmTRb,6376,5205
4883,1cWnKN1pFNcSQVNP4a07WAjzQWYUvwIGtUr8yuhA5TvOzKCrbXY1kqJ03gXxyh3SEWj6oPaK2zBCPVAFUq3XYQfCK0ERXuMYacJclFDL7N8upHligRcHnf4x0gwyLJxInmmwLhePnsaKSuXCOguFRFu4iVmETPAya0HCfyW9xNd5FufFJtjpYr1h1rO05Z6YsmtcnVhZ,1519,7638
4884,SElzzxzg5jpUZt8jKxkfEXRFNdADcxLJfmZx6C2aBZeWsXMAdDLuznr5wfmWxvDIXgzxULnH4Jep34XzQAkZlbT25eAbagnPVW8MiZqRaDzqIBB1IwFwLog6M610LLrYfPTg6KR1US8ilnt3cISna1Er0BAlizGOVbK3sf57eNc2p7VjN7YC3D8oKmq4KqTeLuMKczL6,2082,3381
4885,JMYLB2paYkbEVRdgsFyBxy47q5vLHXvbzi4vP9lyOtRsCHY4r6GGILhUSbeFHeTAyAOxWrQtdAwDgL4jg0eLQpTnAkdyefquaQ3C3li9pXmHZexGg5jR9IuJrkwwObP8UBmQR2p4Sff3DLOfwWSi6ZuSguVSzvuNInxX1hynPo9en0GfWQA1JqB4RUthhXFguRvZY0oO,5463,6615
4886,TSaPoqnz5iv2Ebm2GhyRF2icuVErGgmvTeWteBpD3rcgv1NTxguGaQjbt8fTl6tZ6AikF2YE1uXXZBq2Iv4kwfUD55AgfWc68CkvSmO4HpPq2LBrRnKzCInapfpJ22ifSbZWb5jfg9cGQoKt4TO2Lm30ZKFx7ECPGuXbwoQWDpTDpgKBU5PinqTqhj7Qzwhb7N9fQt7P,475,8793
4887,zgT0K3AEcCzdmaar3Mr9hQH1Gchovk79gu1wWqYEQvTfmdkjFi0uiDViZburWVS2F071inUMynsw6lPm17jNuMacZTX56qr5cbavgtAbNn65VjlxMH0YwFH2ZfcPQZQH5wTfLdGI7I9HPfG0rksy0TIWUhWARuKxXzAiPGltBsboGAm4YmiqrbQlo6KoGF0M7Luafhkl,9767,9832
4888,xI1eQT4cmpMeG5iY4T57m51Pq4QMZ0B6rsoItJp1todL9dFz1GnRqBW1QmyWDsDvnPwXQaovnEO7cpPNzbUSNuQqWx1HUTxAlriuqriab1nlxYZlXkglYui29GBcjhaTQNWuHfhI230VHo37YPtuxLm1JqvjpG14bUVjCoe2DYte3NvUNEETyqgElelbu7cwC63wTT4t,7695,8592
4889,qYcH754aWkBhFvxR8hDDIG57b6T8B3KVh69HldgpgTk2uf1I9BVWqstkdfqBm6Zdaq9IvppeBXgyfDM6FK89ixozNZoGwfDk3HbDfsXTV0VSL4EaSu6b7a4nBK5VBjrfU65YlIaXxonrbWnTVNxCjlmdMyCVxBSwIz7O8pyKUjnSxNLpgl9xvp6tTcLxGFkvW0ilYYUp,4013,6345
4890,s97Up8mWyLBfAd3O5gdBDO9166pjQHQTYI76v9wMKtQYt10FsJdyLXjdAFYtTCFq5sG2f6d5tR1T8kHEGj1HobIBid5plC3HnkdBu8jwqhF4fPfa7TnuL8CdjFTBAyUqXtpYHFUHAEaGWNfS8frRZJ5phAcpphv1NYgwkHS19ftGi6GWjADeGDROyA0HnoccTi28qts0,2137,8284
4891,R3ZyHl3FGpdRvKGS7jRLOVCQx9DIqzRMRRvXz93PNiix8Bxs1YvJjBl61IAHhvZQXR9dZtc8qB7pxOSvLUQREInPqygq8vrcJRarBUTI5xdhE5Jm0O6NfHMPnuxkMv94Ufgfyku1BIWQoFLuo40tze7CEKDRgs5JxjNiZoxQeEMXu5kijC6S5QE0ieaogcUSMMdF1mUA,1096,5862
